Book_ID,Title,Author,Genre,SubGenre,Weights,Publisher,Pacing,Gender,Age_Group,language,era
702,D,B,science,mathematics,181,CRC,medium,female,adult,english,ancient
703,K,Z,science,mathematics,255,HarperCollins,fast,female,old,hindi,modern
704,Y,D,fiction,mathematics,224,Wiley,medium,others,adult,hindi,modern
705,B,Y,science,computer_science,173,Orient Blackswan,slow,female,child,english,medieval
706,B,L,science,economics,202,Penguin,medium,male,old,english,ancient
707,G,Z,science,trivia,177,Springer,slow,others,adult,hindi,ancient
708,Q,E,nonfiction,trivia,241,HarperCollins,medium,male,adult,english,medieval
709,W,B,tech,misc,247,HarperCollins,slow,others,child,english,medieval
710,A,A,nonfiction,psychology,187,CRC,medium,female,child,english,medieval
711,I,K,fiction,misc,339,Apress,fast,male,child,english,modern
712,N,U,fiction,autobiography,275,Springer,slow,others,old,english,medieval
713,O,N,science,novel,254,Springer,slow,female,old,hindi,medieval
714,U,T,philosophy,trivia,240,Penguin,medium,male,adult,english,modern
715,L,E,philosophy,mathematics,307,Apress,fast,female,child,hindi,ancient
716,A,O,fiction,classic,239,Penguin,medium,female,child,hindi,ancient
717,K,W,science,psychology,219,Penguin,medium,female,adult,english,modern
718,Q,S,fiction,physics,294,Springer,slow,female,child,english,ancient
719,K,K,tech,mathematics,231,Orient Blackswan,slow,others,adult,english,ancient
720,U,Z,philosophy,psychology,273,HarperCollins,fast,others,old,english,ancient
721,J,Y,fiction,economics,305,Penguin,medium,others,old,english,medieval
722,X,A,science,classic,225,Wiley,slow,male,old,hindi,medieval
723,K,P,nonfiction,autobiography,326,Penguin,fast,male,child,english,modern
724,C,X,philosophy,classic,311,Orient Blackswan,fast,male,old,english,medieval
725,N,V,tech,novel,209,HarperCollins,medium,others,child,hindi,medieval
726,I,L,tech,data_science,196,CRC,medium,others,child,english,modern
727,J,U,philosophy,computer_science,338,CRC,fast,male,old,english,medieval
728,R,W,nonfiction,classic,263,Wiley,slow,female,old,hindi,ancient
729,V,E,science,data_science,217,Apress,slow,male,adult,hindi,ancient
730,G,L,fiction,autobiography,282,Penguin,fast,male,child,hindi,modern
731,X,O,nonfiction,legal,349,Penguin,medium,female,adult,english,ancient
732,D,B,nonfiction,autobiography,173,CRC,medium,others,adult,hindi,ancient
733,L,M,philosophy,mathematics,265,Penguin,medium,others,old,english,ancient
734,J,N,fiction,autobiography,254,Penguin,fast,male,adult,english,ancient
735,E,H,nonfiction,economics,247,CRC,medium,female,old,hindi,modern
736,M,L,fiction,data_science,289,Apress,slow,female,old,hindi,ancient
737,K,A,nonfiction,misc,307,CRC,medium,female,child,hindi,ancient
738,M,G,philosophy,psychology,226,Penguin,fast,female,old,hindi,ancient
739,E,R,philosophy,economics,332,Penguin,fast,female,adult,english,medieval
740,I,E,philosophy,novel,156,Wiley,slow,female,old,hindi,medieval
741,O,G,philosophy,misc,263,Penguin,slow,male,old,hindi,ancient
742,M,B,fiction,legal,322,Wiley,medium,others,old,hindi,ancient
743,V,A,fiction,novel,281,Springer,slow,male,old,english,ancient
744,C,V,fiction,trivia,319,CRC,medium,female,old,hindi,medieval
745,J,W,tech,data_science,164,Penguin,medium,others,child,english,modern
746,J,E,fiction,physics,190,Springer,slow,female,old,english,medieval
747,E,K,fiction,data_science,160,Penguin,slow,female,old,hindi,medieval
748,T,S,science,computer_science,233,Springer,slow,female,old,english,ancient
749,Z,Z,philosophy,trivia,286,Wiley,slow,male,old,hindi,medieval
750,P,W,science,economics,241,Apress,fast,female,adult,english,modern
751,N,S,science,economics,309,CRC,medium,female,child,hindi,ancient
752,I,X,philosophy,computer_science,242,HarperCollins,slow,male,child,english,ancient
753,M,Y,nonfiction,physics,269,Apress,slow,female,child,hindi,medieval
754,A,J,fiction,comic,285,Apress,fast,others,child,english,ancient
755,M,U,philosophy,misc,155,Apress,slow,female,old,english,modern
756,C,T,fiction,physics,328,Penguin,slow,female,adult,hindi,modern
757,I,W,science,psychology,284,CRC,medium,others,adult,hindi,ancient
758,W,O,philosophy,trivia,343,Orient Blackswan,slow,others,old,hindi,ancient
759,V,R,fiction,novel,241,Penguin,medium,male,adult,hindi,ancient
760,F,A,nonfiction,novel,303,Orient Blackswan,fast,male,child,hindi,ancient
761,E,B,nonfiction,economics,227,Wiley,fast,male,old,hindi,medieval
762,U,F,science,classic,240,HarperCollins,medium,others,old,english,ancient
763,L,D,tech,novel,326,Springer,fast,others,adult,hindi,ancient
764,P,Q,tech,psychology,343,HarperCollins,fast,male,adult,english,medieval
765,D,V,nonfiction,legal,297,Orient Blackswan,fast,others,adult,english,ancient
766,R,M,fiction,mathematics,175,HarperCollins,fast,female,adult,hindi,medieval
767,B,B,science,computer_science,234,Penguin,medium,female,adult,english,medieval
768,P,V,tech,mathematics,206,Penguin,slow,female,old,english,ancient
769,D,S,nonfiction,autobiography,251,Orient Blackswan,fast,male,child,english,medieval
770,H,S,fiction,autobiography,216,HarperCollins,slow,male,child,hindi,ancient
771,Y,Z,tech,physics,164,Springer,medium,others,adult,english,ancient
772,S,A,tech,misc,316,Apress,slow,male,child,english,medieval
773,V,V,science,signal_processing,340,Penguin,fast,others,old,hindi,medieval
774,V,Z,fiction,autobiography,296,Wiley,fast,male,adult,hindi,medieval
775,W,Y,nonfiction,classic,286,Orient Blackswan,slow,male,old,english,ancient
776,E,S,science,data_science,155,CRC,medium,male,adult,hindi,modern
777,E,G,tech,mathematics,288,Springer,fast,others,adult,hindi,ancient
778,B,K,science,novel,296,CRC,fast,others,adult,hindi,modern
779,X,K,nonfiction,signal_processing,190,Penguin,slow,female,child,english,modern
780,F,F,philosophy,history,225,Orient Blackswan,medium,female,adult,hindi,modern
781,S,G,nonfiction,trivia,188,Orient Blackswan,fast,male,child,english,modern
782,N,E,philosophy,trivia,349,Penguin,slow,others,adult,english,ancient
783,O,E,philosophy,mathematics,269,Apress,fast,others,adult,hindi,ancient
784,G,E,science,misc,259,Springer,medium,male,adult,english,ancient
785,P,N,fiction,legal,237,Penguin,slow,others,adult,hindi,ancient
786,A,Z,science,legal,274,CRC,slow,male,adult,english,ancient
787,I,Z,nonfiction,comic,237,Orient Blackswan,slow,others,child,english,medieval
788,Z,J,nonfiction,psychology,323,Apress,slow,others,child,hindi,ancient
789,Y,P,fiction,physics,219,Penguin,slow,male,child,english,medieval
790,F,Q,science,history,280,CRC,slow,male,adult,english,medieval
791,H,L,tech,history,276,Springer,medium,male,adult,english,medieval
792,C,T,fiction,history,297,Penguin,medium,male,old,hindi,modern
793,Z,X,tech,trivia,322,Wiley,medium,male,adult,english,modern
794,S,R,nonfiction,economics,253,Wiley,medium,others,old,english,ancient
795,R,J,fiction,data_science,290,Orient Blackswan,medium,male,old,english,medieval
796,E,S,fiction,data_science,269,Orient Blackswan,medium,others,child,hindi,modern
797,J,D,science,computer_science,230,Penguin,fast,female,old,hindi,medieval
798,U,M,philosophy,novel,174,CRC,fast,others,adult,english,modern
799,U,Q,science,economics,277,Penguin,fast,female,child,english,medieval
800,O,Y,tech,classic,332,Wiley,medium,others,old,english,ancient
801,B,E,fiction,signal_processing,192,Penguin,slow,others,old,english,ancient
802,S,P,philosophy,history,292,Orient Blackswan,slow,female,child,english,modern
803,I,Y,science,mathematics,298,Apress,slow,female,adult,hindi,ancient
804,X,Z,tech,signal_processing,183,Springer,medium,male,adult,hindi,modern
805,N,R,nonfiction,comic,190,Orient Blackswan,medium,others,adult,english,ancient
806,F,W,philosophy,signal_processing,186,Springer,fast,others,child,english,ancient
807,B,T,science,physics,188,HarperCollins,slow,male,old,hindi,modern
808,U,Z,nonfiction,classic,280,HarperCollins,medium,male,child,english,medieval
809,I,G,science,novel,333,Penguin,fast,female,child,english,ancient
810,B,E,tech,data_science,228,Orient Blackswan,fast,female,adult,english,medieval
811,Z,E,philosophy,trivia,307,Apress,slow,female,adult,hindi,modern
812,C,O,tech,physics,323,Wiley,medium,others,child,english,modern
813,Q,I,science,misc,180,Apress,medium,others,old,hindi,medieval
814,P,I,philosophy,psychology,226,CRC,medium,female,child,hindi,modern
815,I,S,philosophy,psychology,232,Orient Blackswan,slow,male,old,hindi,medieval
816,F,Y,nonfiction,economics,219,Wiley,slow,others,old,hindi,modern
817,Q,J,nonfiction,history,150,Springer,medium,female,old,english,ancient
818,T,R,tech,economics,319,HarperCollins,fast,male,child,hindi,modern
819,G,H,tech,signal_processing,192,Apress,medium,others,child,hindi,medieval
820,O,B,science,psychology,220,Apress,fast,others,old,hindi,medieval
821,A,J,fiction,legal,201,Penguin,fast,male,old,english,medieval
822,N,V,tech,history,318,Penguin,slow,others,old,english,modern
823,T,U,nonfiction,data_science,319,HarperCollins,fast,male,child,hindi,medieval
824,A,H,fiction,mathematics,173,Penguin,medium,male,adult,hindi,ancient
825,H,O,fiction,legal,173,Springer,medium,others,old,english,modern
826,K,D,fiction,mathematics,259,Wiley,medium,others,old,hindi,modern
827,E,B,tech,economics,245,Apress,slow,female,adult,hindi,medieval
828,Q,R,tech,comic,206,Apress,medium,male,adult,english,medieval
829,F,P,nonfiction,physics,235,CRC,medium,female,child,english,modern
830,Y,R,nonfiction,legal,172,Wiley,fast,male,old,hindi,ancient
831,H,P,tech,economics,188,Apress,medium,male,old,hindi,modern
832,G,V,science,mathematics,229,Apress,slow,others,old,hindi,medieval
833,S,J,tech,economics,266,Orient Blackswan,slow,others,old,english,modern
834,P,Q,philosophy,comic,288,Apress,slow,others,child,hindi,modern
835,F,W,fiction,physics,262,Penguin,fast,others,old,hindi,medieval
836,G,C,tech,autobiography,258,HarperCollins,fast,others,adult,hindi,ancient
837,W,O,philosophy,history,325,Penguin,medium,female,child,english,ancient
838,H,Q,nonfiction,trivia,252,CRC,fast,male,adult,hindi,ancient
839,A,B,fiction,legal,189,Springer,slow,male,adult,hindi,modern
840,G,X,science,misc,260,CRC,medium,male,adult,english,medieval
841,K,W,philosophy,misc,283,Penguin,fast,others,old,english,modern
842,B,H,fiction,mathematics,346,Penguin,fast,female,adult,hindi,medieval
843,I,L,science,comic,233,Apress,medium,others,old,hindi,medieval
844,A,E,science,signal_processing,313,HarperCollins,slow,others,child,english,medieval
845,R,R,philosophy,novel,175,Penguin,fast,male,old,hindi,medieval
846,T,G,science,economics,267,Springer,slow,male,adult,hindi,modern
847,H,C,philosophy,economics,182,HarperCollins,medium,female,old,english,ancient
848,J,D,tech,economics,175,Orient Blackswan,medium,others,old,english,modern
849,O,Z,nonfiction,computer_science,236,CRC,medium,female,child,hindi,modern
850,P,M,philosophy,economics,176,Penguin,fast,female,old,hindi,medieval
851,Z,E,philosophy,autobiography,197,Springer,fast,others,old,english,ancient
852,O,J,science,comic,239,Apress,medium,female,old,hindi,medieval
853,D,J,tech,legal,296,Orient Blackswan,slow,male,adult,english,modern
854,S,A,science,physics,318,Apress,fast,male,old,hindi,medieval
855,Q,S,nonfiction,classic,262,Penguin,slow,male,adult,hindi,modern
856,K,X,fiction,computer_science,272,Penguin,slow,others,adult,hindi,medieval
857,D,D,nonfiction,economics,179,Apress,fast,others,adult,hindi,medieval
858,X,T,nonfiction,trivia,157,Wiley,slow,female,child,english,medieval
859,D,O,science,misc,328,Wiley,slow,male,child,english,ancient
860,K,U,fiction,psychology,264,Orient Blackswan,slow,others,child,english,modern
861,X,N,science,data_science,332,Wiley,slow,others,child,english,medieval
862,M,G,fiction,classic,318,Apress,slow,female,old,english,ancient
863,Q,P,nonfiction,novel,296,Orient Blackswan,medium,others,child,english,medieval
864,Q,Y,fiction,history,200,Orient Blackswan,fast,others,child,hindi,medieval
865,B,W,nonfiction,misc,256,CRC,fast,female,old,english,ancient
866,W,N,science,autobiography,208,Wiley,fast,female,old,hindi,modern
867,Y,A,science,history,309,Apress,fast,others,adult,hindi,modern
868,A,K,philosophy,signal_processing,183,HarperCollins,medium,others,adult,english,ancient
869,F,F,science,history,263,CRC,fast,others,old,hindi,ancient
870,A,D,tech,misc,348,Springer,medium,others,adult,hindi,modern
871,I,H,fiction,history,293,Wiley,fast,others,child,hindi,modern
872,R,B,fiction,signal_processing,196,HarperCollins,slow,female,old,hindi,modern
873,B,K,nonfiction,computer_science,296,Apress,fast,others,child,hindi,medieval
874,T,V,philosophy,data_science,328,Apress,medium,others,old,hindi,medieval
875,T,G,tech,signal_processing,159,Springer,medium,female,old,english,ancient
876,S,D,tech,comic,321,Penguin,slow,others,old,hindi,ancient
877,M,B,fiction,misc,245,Penguin,slow,male,old,hindi,medieval
878,C,K,tech,trivia,343,Apress,fast,male,adult,english,medieval
879,B,G,nonfiction,signal_processing,299,CRC,slow,others,old,english,modern
880,C,A,philosophy,physics,283,HarperCollins,slow,female,old,english,medieval
881,R,Y,fiction,psychology,321,Wiley,fast,others,old,english,ancient
882,B,M,tech,signal_processing,298,Penguin,slow,others,old,english,ancient
883,S,L,fiction,legal,172,Penguin,fast,male,old,english,ancient
884,W,H,science,misc,267,Orient Blackswan,slow,male,adult,hindi,modern
885,V,M,philosophy,physics,267,HarperCollins,medium,male,adult,english,modern
886,J,D,philosophy,psychology,285,HarperCollins,fast,female,child,english,modern
887,H,E,philosophy,trivia,189,CRC,fast,male,child,english,medieval
888,Y,R,tech,history,296,Penguin,medium,male,adult,english,medieval
889,G,Z,philosophy,novel,244,HarperCollins,medium,male,adult,hindi,modern
890,M,V,science,computer_science,167,CRC,medium,female,adult,hindi,modern
891,I,L,science,physics,163,CRC,fast,male,adult,hindi,medieval
892,D,O,science,autobiography,226,HarperCollins,slow,others,adult,english,ancient
893,Y,D,tech,history,335,CRC,slow,male,child,hindi,ancient
894,B,C,fiction,autobiography,309,Penguin,fast,others,adult,english,modern
895,V,M,tech,psychology,277,Apress,slow,others,old,english,modern
896,B,Z,tech,novel,194,Springer,medium,female,adult,english,ancient
897,Z,Q,nonfiction,mathematics,319,Springer,slow,female,old,english,modern
898,T,M,philosophy,physics,188,Apress,medium,female,adult,hindi,modern
899,D,L,philosophy,autobiography,179,CRC,slow,male,child,hindi,modern
900,G,V,philosophy,classic,232,HarperCollins,medium,male,adult,hindi,ancient
901,T,R,science,comic,338,Penguin,medium,female,child,hindi,modern
902,M,T,fiction,history,323,Apress,medium,male,child,hindi,medieval
903,X,Z,fiction,computer_science,230,Springer,slow,male,child,hindi,modern
904,X,B,philosophy,trivia,284,HarperCollins,fast,female,child,english,ancient
905,F,Q,nonfiction,psychology,301,CRC,medium,male,adult,hindi,modern
906,Q,F,science,classic,191,Penguin,slow,others,child,english,ancient
907,P,G,philosophy,novel,208,Penguin,medium,others,adult,english,medieval
908,T,R,fiction,mathematics,349,HarperCollins,slow,female,adult,english,medieval
909,S,R,nonfiction,data_science,184,Wiley,slow,others,old,hindi,modern
910,T,P,tech,legal,157,HarperCollins,fast,female,adult,english,ancient
911,V,R,nonfiction,economics,282,Springer,medium,others,adult,hindi,ancient
912,J,Q,philosophy,legal,307,Wiley,medium,others,old,english,ancient
913,W,B,nonfiction,legal,257,Orient Blackswan,slow,others,child,hindi,ancient
914,N,D,fiction,mathematics,305,Orient Blackswan,slow,male,child,english,medieval
915,G,X,fiction,trivia,225,CRC,fast,male,adult,hindi,ancient
916,R,O,science,signal_processing,326,Apress,slow,others,child,english,ancient
917,Y,I,nonfiction,signal_processing,192,Wiley,medium,female,old,hindi,ancient
918,P,E,fiction,psychology,216,Springer,slow,female,adult,english,medieval
919,S,F,science,psychology,273,Wiley,fast,male,old,hindi,ancient
920,G,J,nonfiction,legal,286,HarperCollins,slow,female,adult,english,modern
921,D,B,science,trivia,186,Penguin,slow,others,old,english,modern
922,C,T,tech,classic,238,CRC,medium,female,adult,hindi,modern
923,K,X,fiction,autobiography,315,Orient Blackswan,medium,female,child,hindi,medieval
924,D,E,science,novel,323,Penguin,fast,male,adult,english,modern
925,D,V,fiction,signal_processing,349,HarperCollins,medium,male,child,english,modern
926,F,J,science,psychology,194,Springer,slow,female,old,hindi,medieval
927,G,F,philosophy,legal,319,Orient Blackswan,medium,female,child,english,medieval
928,E,N,philosophy,mathematics,270,CRC,slow,others,old,english,modern
929,B,X,tech,legal,232,Penguin,fast,male,old,hindi,ancient
930,K,Q,science,legal,349,Springer,slow,others,adult,english,ancient
931,K,L,fiction,signal_processing,305,Wiley,slow,male,adult,english,ancient
932,W,O,philosophy,comic,220,CRC,fast,female,child,hindi,modern
933,Y,L,philosophy,economics,322,Penguin,slow,male,old,hindi,modern
934,H,K,philosophy,computer_science,185,Orient Blackswan,medium,male,old,english,ancient
935,T,R,science,legal,306,Penguin,slow,male,adult,english,ancient
936,D,B,tech,data_science,225,Penguin,slow,male,adult,hindi,ancient
937,Z,R,tech,history,227,CRC,slow,others,child,hindi,medieval
938,L,A,science,legal,164,Springer,fast,others,child,english,medieval
939,W,U,fiction,economics,224,Penguin,fast,female,old,english,modern
940,R,I,nonfiction,computer_science,213,CRC,medium,male,child,english,medieval
941,E,P,philosophy,computer_science,323,CRC,fast,female,adult,hindi,modern
942,T,M,fiction,classic,157,Apress,fast,others,adult,english,modern
943,D,Y,tech,comic,171,CRC,slow,male,child,hindi,modern
944,C,Q,tech,psychology,231,Penguin,medium,male,child,hindi,ancient
945,I,R,philosophy,data_science,264,Orient Blackswan,medium,others,child,hindi,ancient
946,L,Y,science,novel,198,Springer,fast,female,old,hindi,modern
947,V,G,philosophy,psychology,159,HarperCollins,fast,male,child,english,modern
948,J,B,nonfiction,autobiography,306,Orient Blackswan,medium,others,old,english,medieval
949,A,C,science,psychology,264,Penguin,medium,others,child,english,medieval
950,N,O,nonfiction,trivia,234,HarperCollins,medium,others,child,english,ancient
951,P,L,tech,novel,194,Apress,slow,female,child,hindi,modern
952,F,F,fiction,novel,252,Springer,slow,others,adult,english,medieval
953,S,H,nonfiction,physics,322,Penguin,slow,male,adult,english,modern
954,B,K,science,novel,159,Springer,slow,male,child,hindi,ancient
955,I,J,tech,legal,226,Orient Blackswan,medium,others,child,hindi,medieval
956,V,C,philosophy,physics,273,Penguin,slow,female,adult,hindi,modern
957,J,W,fiction,comic,203,Penguin,medium,female,adult,hindi,modern
958,O,Q,science,classic,195,HarperCollins,medium,female,adult,english,modern
959,A,S,science,misc,194,Penguin,medium,female,old,english,modern
960,K,V,science,comic,285,Springer,fast,female,adult,hindi,ancient
961,A,G,nonfiction,psychology,194,CRC,fast,male,child,english,ancient
962,M,D,tech,misc,301,Penguin,slow,others,child,hindi,ancient
963,G,M,fiction,data_science,307,Penguin,slow,female,adult,english,ancient
964,Y,U,tech,data_science,318,Penguin,medium,female,old,english,modern
965,U,N,science,data_science,336,CRC,fast,male,child,english,ancient
966,A,D,tech,novel,264,Springer,medium,others,child,hindi,ancient
967,B,X,philosophy,mathematics,194,Penguin,slow,others,old,english,modern
968,T,E,science,classic,165,Springer,medium,male,child,hindi,modern
969,L,F,philosophy,classic,278,Wiley,fast,others,child,english,modern
970,Z,S,fiction,comic,220,CRC,medium,male,old,english,medieval
971,N,M,tech,history,229,HarperCollins,medium,female,old,english,medieval
972,R,U,science,comic,204,Apress,slow,male,child,english,modern
973,U,G,philosophy,trivia,179,CRC,fast,male,adult,hindi,medieval
974,Q,N,nonfiction,data_science,202,Penguin,medium,female,old,english,ancient
975,V,N,fiction,mathematics,237,HarperCollins,slow,others,child,english,ancient
976,F,Z,philosophy,misc,293,Penguin,fast,male,adult,english,modern
977,B,L,philosophy,signal_processing,250,Orient Blackswan,fast,male,adult,hindi,ancient
978,Q,T,nonfiction,legal,246,Orient Blackswan,medium,male,adult,hindi,modern
979,O,A,science,misc,201,Wiley,medium,male,adult,hindi,medieval
980,D,P,science,comic,316,CRC,medium,male,old,english,ancient
981,G,J,science,mathematics,331,Apress,slow,others,adult,english,modern
982,F,N,science,history,198,Apress,fast,female,old,hindi,medieval
983,K,U,tech,psychology,219,HarperCollins,slow,male,adult,hindi,medieval
984,Y,Q,philosophy,misc,255,Wiley,medium,male,child,hindi,modern
985,H,Y,fiction,misc,207,Springer,slow,others,old,hindi,modern
986,S,F,philosophy,history,247,Apress,fast,male,adult,english,ancient
987,V,V,science,psychology,179,Penguin,fast,others,old,english,modern
988,Q,W,philosophy,physics,213,Orient Blackswan,slow,female,adult,english,medieval
989,I,V,science,mathematics,292,HarperCollins,fast,others,child,hindi,ancient
990,V,N,tech,autobiography,175,Springer,fast,female,adult,hindi,medieval
991,C,R,nonfiction,computer_science,300,Penguin,slow,male,child,english,medieval
992,J,D,philosophy,autobiography,289,Wiley,slow,male,child,english,ancient
993,I,S,tech,misc,326,CRC,slow,male,child,english,modern
994,K,D,science,classic,258,Springer,medium,others,old,hindi,medieval
995,J,Z,science,data_science,257,HarperCollins,slow,male,adult,hindi,medieval
996,E,F,philosophy,comic,264,Springer,medium,female,child,hindi,medieval
997,K,J,fiction,computer_science,324,Wiley,fast,female,old,english,modern
998,L,X,science,trivia,253,Orient Blackswan,slow,others,child,hindi,medieval
999,Z,L,fiction,economics,280,Penguin,medium,others,old,hindi,medieval
1000,X,O,nonfiction,psychology,252,Penguin,slow,male,adult,hindi,modern
1001,M,R,nonfiction,novel,276,Penguin,fast,male,old,english,medieval
1002,M,Z,fiction,novel,311,Penguin,slow,male,adult,english,ancient
1003,Q,L,science,physics,258,Wiley,medium,female,adult,hindi,medieval
1004,J,X,science,mathematics,305,Penguin,slow,female,adult,english,ancient
1005,C,M,philosophy,signal_processing,163,Springer,fast,others,adult,english,medieval
1006,L,Y,tech,misc,345,HarperCollins,slow,female,old,english,medieval
1007,O,W,fiction,classic,201,Springer,slow,others,child,hindi,ancient
1008,F,Z,fiction,autobiography,215,HarperCollins,fast,male,child,english,ancient
1009,E,T,fiction,trivia,242,Apress,slow,others,child,hindi,modern
1010,E,Y,tech,mathematics,204,Springer,fast,others,adult,hindi,modern
1011,K,O,tech,psychology,181,Wiley,slow,female,old,hindi,ancient
1012,K,D,science,comic,223,Apress,medium,others,old,english,modern
1013,J,M,philosophy,classic,252,Springer,slow,male,child,hindi,ancient
1014,U,I,philosophy,mathematics,202,Penguin,medium,others,old,english,medieval
1015,K,T,fiction,signal_processing,280,Apress,fast,male,old,hindi,modern
1016,S,M,fiction,trivia,262,Wiley,medium,male,adult,english,ancient
1017,O,N,philosophy,novel,299,HarperCollins,slow,male,adult,hindi,ancient
1018,F,Q,philosophy,psychology,309,Penguin,fast,male,adult,english,modern
1019,I,I,tech,history,325,Orient Blackswan,slow,others,child,hindi,modern
1020,X,K,fiction,physics,194,Springer,slow,male,old,hindi,ancient
1021,D,D,philosophy,computer_science,286,Apress,medium,others,adult,english,medieval
1022,M,Z,nonfiction,physics,227,CRC,medium,male,adult,english,ancient
1023,I,Q,fiction,physics,333,Orient Blackswan,fast,others,old,hindi,medieval
1024,N,V,tech,physics,214,Orient Blackswan,fast,male,adult,hindi,medieval
1025,X,D,philosophy,signal_processing,335,Penguin,fast,others,child,hindi,modern
1026,R,P,nonfiction,mathematics,192,Apress,fast,others,child,hindi,ancient
1027,R,C,fiction,legal,281,HarperCollins,fast,others,adult,english,modern
1028,J,O,fiction,computer_science,309,Penguin,fast,male,child,english,modern
1029,E,M,philosophy,comic,248,Springer,slow,others,adult,hindi,medieval
1030,Q,P,philosophy,mathematics,211,Penguin,medium,female,adult,english,medieval
1031,H,C,nonfiction,trivia,164,Springer,medium,female,old,english,medieval
1032,T,D,philosophy,history,174,Apress,medium,others,adult,english,ancient
1033,F,R,tech,mathematics,324,CRC,slow,others,old,english,medieval
1034,Z,N,tech,history,272,Springer,slow,others,adult,english,ancient
1035,C,C,fiction,novel,329,Penguin,fast,male,child,english,medieval
1036,H,F,tech,physics,337,Penguin,medium,others,child,hindi,medieval
1037,N,N,tech,novel,268,Apress,fast,female,child,english,modern
1038,S,Y,tech,psychology,332,Orient Blackswan,slow,male,adult,english,medieval
1039,P,F,fiction,mathematics,202,Orient Blackswan,slow,male,child,english,medieval
1040,R,H,fiction,trivia,312,CRC,medium,female,adult,english,medieval
1041,W,X,philosophy,novel,187,HarperCollins,medium,others,old,hindi,medieval
1042,Z,T,tech,autobiography,185,Orient Blackswan,medium,others,adult,english,modern
1043,D,K,tech,legal,337,Orient Blackswan,medium,male,child,hindi,medieval
1044,H,L,philosophy,legal,241,CRC,fast,female,adult,hindi,modern
1045,U,E,tech,trivia,238,Wiley,medium,others,child,hindi,medieval
1046,N,F,nonfiction,signal_processing,267,Orient Blackswan,medium,female,old,hindi,ancient
1047,A,Z,philosophy,data_science,153,CRC,fast,female,old,english,modern
1048,K,T,tech,physics,339,Penguin,fast,others,adult,hindi,medieval
1049,S,W,tech,psychology,227,Wiley,slow,others,old,english,ancient
1050,K,H,philosophy,psychology,328,Penguin,slow,female,old,english,medieval
1051,H,E,fiction,misc,183,Apress,fast,female,child,english,modern
1052,X,B,tech,misc,315,Apress,slow,others,child,english,modern
1053,Z,I,nonfiction,legal,158,Penguin,fast,female,child,english,modern
1054,R,U,tech,comic,318,Springer,slow,male,adult,english,medieval
1055,K,Z,tech,comic,180,Orient Blackswan,slow,male,old,english,ancient
1056,W,N,nonfiction,legal,343,Springer,slow,female,adult,english,medieval
1057,J,J,philosophy,signal_processing,161,Penguin,slow,male,old,english,medieval
1058,B,D,fiction,misc,311,Apress,fast,others,adult,hindi,ancient
1059,F,B,nonfiction,history,255,Wiley,slow,female,child,hindi,ancient
1060,P,Y,philosophy,comic,259,Apress,medium,others,adult,hindi,ancient
1061,U,T,tech,legal,324,HarperCollins,medium,male,child,hindi,medieval
1062,O,G,science,signal_processing,221,Springer,fast,male,old,english,modern
1063,I,D,science,physics,235,Apress,slow,female,child,english,medieval
1064,Z,K,nonfiction,autobiography,298,Wiley,slow,male,old,english,medieval
1065,Q,T,science,misc,295,Penguin,fast,female,adult,english,modern
1066,K,G,nonfiction,autobiography,214,Wiley,slow,male,child,hindi,modern
1067,I,P,nonfiction,mathematics,237,Penguin,medium,others,child,english,modern
1068,D,H,philosophy,history,213,Wiley,slow,others,old,hindi,medieval
1069,E,G,tech,computer_science,349,Orient Blackswan,fast,male,adult,hindi,medieval
1070,X,U,nonfiction,comic,241,Wiley,fast,male,adult,hindi,medieval
1071,W,Q,fiction,legal,327,CRC,fast,female,adult,english,ancient
1072,C,F,philosophy,psychology,338,Apress,medium,female,old,hindi,modern
1073,Z,Q,fiction,psychology,276,CRC,fast,others,old,english,ancient
1074,B,C,tech,computer_science,314,Springer,fast,female,old,english,modern
1075,K,S,philosophy,misc,229,Orient Blackswan,fast,others,adult,hindi,medieval
1076,V,U,science,novel,316,CRC,medium,others,child,hindi,medieval
1077,O,H,fiction,computer_science,232,Penguin,slow,female,child,hindi,ancient
1078,M,R,science,comic,233,Penguin,slow,male,child,hindi,ancient
1079,F,N,science,physics,258,Penguin,slow,male,child,hindi,ancient
1080,I,F,fiction,misc,261,Penguin,fast,female,old,english,medieval
1081,Y,Y,science,physics,163,CRC,medium,others,child,english,modern
1082,P,R,nonfiction,comic,291,Penguin,slow,female,adult,english,modern
1083,G,J,fiction,novel,226,Wiley,slow,male,child,hindi,ancient
1084,X,J,tech,signal_processing,171,Wiley,slow,female,old,hindi,medieval
1085,G,N,nonfiction,physics,212,Orient Blackswan,medium,others,old,hindi,ancient
1086,S,I,science,misc,208,Orient Blackswan,fast,male,old,hindi,medieval
1087,V,W,philosophy,legal,317,Springer,fast,male,adult,english,ancient
1088,P,Z,nonfiction,data_science,223,Penguin,medium,others,child,hindi,modern
1089,W,L,philosophy,autobiography,321,Springer,fast,others,child,hindi,medieval
1090,B,Y,nonfiction,misc,174,Springer,medium,others,adult,english,ancient
1091,H,Z,philosophy,legal,284,Wiley,slow,female,old,hindi,modern
1092,Q,E,philosophy,legal,295,CRC,slow,male,child,hindi,ancient
1093,R,E,tech,misc,245,Penguin,fast,male,adult,english,ancient
1094,P,C,science,signal_processing,169,Apress,fast,male,old,english,ancient
